Restaurant,ID,Rating,Reviews,Price,City,State,ZipCode,Category
Potbelly Sandwich Shop,7GRSylfJsEYqp8qxDZ1tHA,4.0,39,1,Omaha,NE,68164,Sandwiches
Rice Bowl,axdT0IK-ikqq5uISKpgVZQ,3.5,88,1,Omaha,NE,68131,Chinese
Zio's Pizzeria,hFTTdr3rT4Cme3FJeyp02Q,3.0,181,1,Omaha,NE,68102,Pizza
Jimmy's Egg,Urxd3HfDrQ4plrUCgw2kyg,3.5,74,1,Omaha,NE,68114,Breakfast & Brunch
Blue Sushi Sake Grill - Grayhawk Pointe,XiVn7rm68IFSpyPKIR3lWQ,4.0,164,2,Omaha,NE,68116,Sushi Bars
Baby Blue Sushi Sake Grill - Shops of Legacy,Yhep3irMklXND6J9W1B0Iw,4.0,178,2,Omaha,NE,68130,Sushi Bars
Dante,RL_q_ky4s2iyGp8QYxAnPQ,4.0,177,2,Omaha,NE,68130,Italian
Beercade,NQty5UIVIOg_isvMGm3mGw,4.0,100,2,Omaha,NE,68104,Bars
Nite Owl,K2DufJ8PSZKXw_UF0HUixg,4.0,166,2,Omaha,NE,68131,Bars
Laka Lono,UbSwa-Fs_S0t0tDf_AuM2A,4.5,93,2,Omaha,NE,68102,Cocktail Bars
J Coco,zvHVIrhtdnaYcIhPXuAr5Q,4.0,160,2,Omaha,NE,68106,American (New)
LeadBelly,dLCCY1TyLKW0QU5Cb4g5mA,4.0,184,2,Omaha,NE,68101,American (New)
Sakura Bana,NcRDiRnFaSYgVb9qXVSg7w,4.0,123,2,Omaha,NE,68114,Japanese
Baela Rose,QZ-1MY7QsRmKCgPis-JvsQ,4.5,81,2,Omaha,NE,68132,American (New)
Charred Burger + Bar,Sf9lmbJp6-V0dsHCGEzdeQ,4.0,160,2,Omaha,NE,68144,Burgers
Laos Thai Kitchen,94Ocz6oUlG6lCPoFTii01A,4.0,107,2,Omaha,NE,68107,Thai
Twisted Fork Grill and Bar,jfC8Qk5Qg_UomnDW8wwSrQ,3.5,360,2,Omaha,NE,68102,American (Traditional)
Hiro 88,WbRRRgNjNhtsU3fgT442Xw,3.5,239,2,Omaha,NE,68102,Sushi Bars
Swartz's Delicatessen & Bagels,4THBKSwHCDVBMvowM5HbRQ,4.0,147,2,Omaha,NE,68114,Sandwiches
Craft Sliders + Beer,uYqcH7LQcf3T-YH1uKUpdQ,4.5,70,2,Omaha,NE,68102,Beer Bar
Piezon's Pizzeria,Fi1aY_fxqr9F4o_hCHidaw,4.5,99,2,Omaha,NE,68130,Pizza
Big Mama's Kitchen,eTZkwG4iy5-cKwlAJRIGgQ,4.0,175,2,Omaha,NE,68104,Soul Food
Ika Ramen and Izakaya,VMFLM5mNTO5I3tD7LB8C7w,3.5,195,2,Omaha,NE,68104,Ramen
The Jaipur,4E62x93p1MMr8VfmmVb0JQ,4.0,160,2,Omaha,NE,68144,Indian
Hook and Lime,iwQN3PGu_afQn7pfI18XkA,4.0,193,2,Omaha,NE,68102,Mexican
Ponzu Sushi & Grill,4P5W2rMznLgfzLv586V0Vw,3.5,154,2,Omaha,NE,68106,Japanese
Tired Texan BBQ,-iBRNG3BKhTgvVmZ1DcHXw,4.0,133,2,Omaha,NE,68137,Barbeque
Rivera's,PMRca2iUxz23tGaN6z76TQ,4.0,195,2,Omaha,NE,68164,Mexican
Jimi D's Food and Spirits,QYClb45DGGWEGtwtRnAQmg,4.0,145,2,Omaha,NE,68106,Italian
Jim & Jennie's Greek Village,AP0zxnADBJ6f_j-1ue0Y7A,4.5,77,2,Omaha,NE,68134,Greek
Nothing Bundt Cakes,L--WNV38Bhiz077jqO9XLg,4.5,42,2,Omaha,NE,68114,Desserts
Smoking Jay's BBQ,rCr5f70-izrH_zKQBteewA,4.0,114,2,Omaha,NE,68108,American (Traditional)
Mantra Bar & Grille,of6tCPdwX5xnoXhiHy43tA,4.0,113,2,Omaha,NE,68104,Sports Bars
Flavors,tdv5Bn3vSyBmmA3BNmeWsw,4.0,148,2,Omaha,NE,68102,Indian
Pan Asian Terrace,viAWl78HsFFeYsNLiZNoGA,4.5,79,2,Omaha,NE,68130,Pan Asian
Buffalo Wings & Rings,GmcjKXdHnJxxPoA_MpUJjg,4.0,115,2,Omaha,NE,68137,Chicken Wings
Timber Wood Fire Bistro,BSiHfhR-gzWSWnz3Fvkzfg,3.5,152,2,Omaha,NE,68114,Pizza
Thai Kitchen,N_FhZ9rW8LaZGxyZo5c2HQ,4.0,85,2,Omaha,NE,68130,Thai
The Blackstone Meatball,RmrHH5NUXDlsB9P8gGQEYQ,4.0,141,2,Omaha,NE,68131,Italian
A Hill of Beans Coffee Roasters,UTs25cd-2u39sPXAxqNejA,4.5,43,2,Omaha,NE,68144,Coffee & Tea
Cilantro's Mexican Bar & Grill,LrRFlE-cDSO3Bb81hUQdpA,4.0,133,2,Omaha,NE,68137,Mexican
Wave Bistro,tUT2Wpn2HGyj4mHSWqvcYw,4.0,96,2,Omaha,NE,68116,Asian Fusion
Cunningham's Pub and Grill,FwvRXzkX_2Sai4Xs7NDheA,4.0,94,2,Omaha,NE,68154,American (New)
Della Costa,hgFb9YqfDT7_fUOBb6Filg,4.0,102,2,Omaha,NE,68131,Mediterranean
Fat BBQ Shack,WeFPs9JutvL0ehEXbgyuvw,4.0,115,2,Omaha,NE,68112,Barbeque
Nosh Wine Lounge,9ZsU0Ln8lqA_1aQmeRCJ4A,4.0,129,2,Omaha,NE,68102,Wine Bars
Caribbean Delight,Hd2Xr8P7AfxnOQtCfRP2Dw,4.5,56,2,Omaha,NE,68134,Caribbean
Omaha Tap House - Downtown,woJcFHVW9ylMN0xG3Ps3rA,3.5,210,2,Omaha,NE,68102,Bars
Taxi's Grille & Bar,rSlx-YG8HuGftf6Ntrio1w,4.0,87,2,Omaha,NE,68154,Bars
Korea King,gQBNk1SGV-iNrgZUxEzt7Q,4.0,82,2,Omaha,NE,68127,Korean
Havana Garage,w643whB7O2R4uVetWEb2qA,4.0,88,2,Omaha,NE,68102,Lounges
Brazen Head Irish Pub,mL4PgG1kdyfaXER1gQ-NNQ,4.0,102,2,Omaha,NE,68114,Pubs
Yamato Sushi,xm2VnvlY2AFyg04esOtZTw,4.0,93,2,Omaha,NE,68114,Conveyor Belt Sushi
Miyako Old Fashioned Ice Cream,L3_71hwGHkr38nZ2daksuA,4.5,306,1,San Francisco,CA,94118,Ice Cream & Frozen Yogurt
Saint Frank Coffee,AsmIi9jXkb9ACliVB4Fp9w,4.5,592,1,San Francisco,CA,94109,Coffee & Tea
Phat Philly,UU10C7_zKoZZzAvOvz96oQ,4.0,988,1,San Francisco,CA,94110,Sandwiches
El Castillito,1ULAxKR5_7RWzQ4CRJD1hg,4.0,795,1,San Francisco,CA,94114,Mexican
La Palma Mexicatessen,bNvaWa9wSLHjlFlrD7i9Ow,4.5,577,1,San Francisco,CA,94110,Mexican
Bite,ZXwnSN4GlEuSTNCRrjjRMg,4.5,658,1,San Francisco,CA,94104,Delis
Arinell Pizza,QjnmVuqVArA7d-syiUCiUw,4.0,1094,1,San Francisco,CA,94110,Pizza
Lahore Karahi,5zKrxtjKK09F_Dwgs5Kxwg,4.0,1342,1,San Francisco,CA,94109,Indian
Piccolo Petes Cafe,FzLd7AAQ0iDmNCdrie3P1Q,5.0,237,1,San Francisco,CA,94134,Coffee & Tea
Beard Papa's,Nw8h8pc4TzHdVlPA3gsOlA,4.0,993,1,San Francisco,CA,94103,Bakeries
Crepes A Go Go,PpqlGapwJ8aXjMZg3tHEmw,4.5,558,1,San Francisco,CA,94103,Creperies
The Yellow Submarine,o0SCABG4LGBKmIjiIB6WIQ,4.0,863,1,San Francisco,CA,94122,Sandwiches
San Francisco's Hometown Creamery,iTJ3jZ-dli9WLOrVsFXr6A,4.0,606,1,San Francisco,CA,94122,Ice Cream & Frozen Yogurt
Volcano,WnQoN1uV65vacUj0q1TgoQ,4.0,1035,1,San Francisco,CA,94121,Japanese Curry
Plentea - San Francisco,vMiM0kaavveZZ61lBe-LJg,3.5,1800,1,San Francisco,CA,94108,Tea Rooms
El Rio,hcGPjfWl8RnmxewFaGemdQ,4.0,764,1,San Francisco,CA,94110,Music Venues
Matcha Cafe Maiko,sSiUcnbwPQ4ssHY3EMV0Fw,4.5,444,1,San Francisco,CA,94115,Coffee & Tea
Taqueria Vallarta,y00vIJzvt1Fveq_Um_9egw,4.0,740,1,San Francisco,CA,94110,Tacos
Pluto's,vogO7OMasID3sa8_k9RmpA,4.0,1119,1,San Francisco,CA,94122,Sandwiches
Caffe Greco,uzqUJiCHUqV2c3PnvSsqeQ,4.0,942,1,San Francisco,CA,94133,Coffee & Tea
The Baked Bear - Custom Ice Cream Sandwiches,W01ZzmeWz0vJip3TVDmdyA,4.5,363,1,San Francisco,CA,94133,Ice Cream & Frozen Yogurt
Tselogs,-Y_9AT6NpvHz15vd4B0CbA,4.5,449,1,San Francisco,CA,94102,Filipino
Rhea's Deli & Market,humRe1SGupNdDJUxEdDmMg,4.0,578,1,San Francisco,CA,94110,Delis
FK Frozen Custard Truck,zvqoeNxrfZKqbUFlNiKplg,4.5,325,1,San Francisco,CA,94117,Ice Cream & Frozen Yogurt
"Hey, Cookie!",bnx58K-MQPOoyA_wWOvbzg,5.0,179,1,San Francisco,CA,94110,Desserts
Teds Market,2b4YW6ZKXq45TfZA53_zXg,4.5,448,1,San Francisco,CA,94103,Delis
Freshroll Vietnamese Rolls & Bowls,l1oXDZh6vE-cYreeAcfRBw,4.0,1102,1,San Francisco,CA,94103,Vietnamese
Good Luck Cafe and Deli,kK0s7FAovaLmVDM4D_NdSQ,4.5,387,1,San Francisco,CA,94108,Delis
La Corneta Taqueria,EjFsWyScsqh-Fg2ozblYmw,4.0,1035,1,San Francisco,CA,94131,Mexican
Speakeasy Ales & Lagers,-x6LI9LyWI5zq7ZslszEIA,4.5,395,1,San Francisco,CA,94124,Breweries
Grubbin',3yPTDS6aWaMi4tNHZcf5rw,4.5,419,1,San Francisco,CA,94116,Sandwiches
The Cheese Steak Shop,RJjuozKTsgwPNa429tnxbg,4.0,850,1,San Francisco,CA,94115,Sandwiches
Bacon Dog Cart,89lcibUju_4PqUrZ10w71w,4.5,457,1,San Francisco,CA,94110,Hot Dogs
Escape From New York Pizza,KH_Tpzy29VRGIrtVhNFY2w,4.0,1052,1,San Francisco,CA,94117,Pizza
Bean Bag Cafe,EbBEbroBw1k_g5Aqokk0rA,4.0,820,1,San Francisco,CA,94117,Coffee & Tea
Thai Time Restaurant,bHQzZz8E6PMs5WWXoaVWlQ,4.0,766,1,San Francisco,CA,94118,Thai
Tanguito,AdupguljIIejtEOnExddkQ,4.0,554,1,San Francisco,CA,94133,Argentine
Lucca Delicatessen,1bvordoxuK59aoPrOQpA7g,4.0,599,1,San Francisco,CA,94123,Delis
Golden Star Vietnamese Restaurant,1pq5mmp71nXWBK_jG9VxHg,4.0,1170,1,San Francisco,CA,94108,Vietnamese
Delicious Dim Sum,Fo5Wscbb9rwcLuaO-sc2zQ,4.0,832,1,San Francisco,CA,94133,Dim Sum
Java Beach Cafe,7SRJWnPVRxwqke3d82qefw,4.0,994,1,San Francisco,CA,94122,Coffee & Tea
Lucky 13,7rs_PZ3yO9ZrVVSyx3bB0g,4.0,660,1,San Francisco,CA,94114,Dive Bars
Chabaa Thai Cuisine,pvJaoH4wL-Q0Kfu8k0Sw9Q,3.5,1176,1,San Francisco,CA,94102,Thai
Street Taco,DhCJ7D47swvT5DdsC0PCGQ,4.0,513,1,San Francisco,CA,94117,Mexican
Frena Bakery and Cafe,N-vfl3FXnj4M7N6jW-1EGA,4.5,275,1,San Francisco,CA,94103,Bakeries
Tempest,qfdWWJCMvoTKI8u7rshm_Q,4.0,674,1,San Francisco,CA,94103,American (Traditional)
Ty Sandwich,vAIHU9GjFLSquh4VkFLIhg,4.5,352,1,San Francisco,CA,94112,Sandwiches
Smuggler's Cove,15g05u3vgH1CZipI1eIeUA,4.0,1610,2,San Francisco,CA,94102,Venues & Event Spaces
Hogwash,t5OypGYSwYIXKjkEQx3BNw,4.5,917,2,San Francisco,CA,94102,Gastropubs
Straw,IMcnK1JuvoQPN8OktoLtIg,4.0,1662,2,San Francisco,CA,94102,American (New)
Muracci's Japanese Curry & Grill,7qK2Gwu0afQMtYFSJvvCqQ,4.0,1619,2,San Francisco,CA,94108,Japanese Curry
Taylor Street Coffee Shop,lvoKIKQ8zD4ZvcbUmImrQg,4.0,1098,2,San Francisco,CA,94102,Burgers
Il Casaro Pizzeria & Mozzarella Bar,I8T8aoAsFQYwQiRvLBayFA,4.5,904,2,San Francisco,CA,94133,Italian
Yummy Yummy,KCVZ0Z5GQgQxduizQ91O1Q,4.0,1316,2,San Francisco,CA,94122,Vietnamese
Skool,ZN7x2duyVesVVzlhWJNamQ,4.0,1555,2,San Francisco,CA,94103,Seafood
Hops & Hominy,AoxdFkE06fQs_ZP0S0VRPw,4.0,1904,2,San Francisco,CA,94108,Southern
Souvla,kFgjHGp-cTUK5uPaSJOORA,4.0,1101,2,San Francisco,CA,94102,Greek
SusieCakes,MKjhQLLVP0udUB6P-rv_Aw,4.0,1054,2,San Francisco,CA,94123,Bakeries
Miette Patisserie,mUbk7FCM1R9gSko6EMdU2A,4.0,1521,2,San Francisco,CA,94111,Bakeries
Chow,oRvgzZeQ2nsTzi5Tq4efYQ,4.0,1914,2,San Francisco,CA,94114,American (Traditional)
Salt & Straw,_5Dzuo9r5vaXsqy8P9AlOQ,4.5,758,2,San Francisco,CA,94115,Ice Cream & Frozen Yogurt
Sushi Bistro,TmXkYM0N-FjrMasxj5uXsA,4.0,1492,2,San Francisco,CA,94118,Sushi Bars
Papalote Mexican Grill,jwb3vTh8rn3OsN9wlI56-Q,3.5,2152,2,San Francisco,CA,94110,Mexican
Rusty's Southern,wZv5s1J3xmUkO-x9b8_-yQ,4.5,778,2,San Francisco,CA,94109,Southern
Farmerbrown,L7pc5vy6tv8WDcrwOGplDA,3.5,3453,2,San Francisco,CA,94102,Soul Food
Marnee Thai,JSWgCOJ3zuegIhkTAfW7yQ,4.0,1557,2,San Francisco,CA,94122,Thai
Griddle Fresh,3sGEIoyXkMmc1YX1TYkSMg,4.0,907,2,San Francisco,CA,94114,Breakfast & Brunch
Sushirrito,rMuLW1qVB-deU5NStYerWA,4.0,1406,2,San Francisco,CA,94108,Japanese
Honey Honey Cafe and Crepery,W1DGoHrkx8qptuWCcWSPLA,4.0,2166,2,San Francisco,CA,94102,Breakfast & Brunch
Tataki,r2jiJk3yivcLkWSSYELGcA,4.0,1192,2,San Francisco,CA,94115,Sushi Bars
Colibri Mexican Bistro,u30abI5AtOKAddJRxUfZTg,4.0,2043,2,San Francisco,CA,94102,Mexican
Nopalito,055dTcfz2AOAFPed_2KjEQ,4.0,1750,2,San Francisco,CA,94117,Mexican
The Little Chihuahua,7rUZnmRVyCpq4TrB9Brsiw,4.0,1402,2,San Francisco,CA,94117,Mexican
Trattoria Contadina,6e7gMgVJRQ5rtkIbTF6TLQ,4.0,1217,2,San Francisco,CA,94133,Italian
Just For You Cafe,N6z0so39b9fzGi8UWzI1Ww,4.0,1342,2,San Francisco,CA,94107,American (Traditional)
Universal Cafe,DlLsw9bJMJ-YdnrUp2G7mw,4.0,1289,2,San Francisco,CA,94110,Breakfast & Brunch
Crepevine Restaurant,527usXXrlHi46bs54IFRTQ,4.0,1495,2,San Francisco,CA,94122,Creperies
Ritual Coffee Roasters,VOoHZDC-dgDUzTSsmgESOQ,4.0,1853,2,San Francisco,CA,94110,Coffee & Tea
Old Jerusalem Restaurant,pzTBJAR0dr3xQ4tjF7ageg,4.0,979,2,San Francisco,CA,94110,Middle Eastern
Fino Ristorante & Bar,rj3zIk7t9ySGMxVGGTA8gg,4.0,1050,2,San Francisco,CA,94109,Italian
Gialina Pizzeria,fAaxYP_sc03MV57trhBNPA,4.0,1075,2,San Francisco,CA,94131,Pizza
Han Il Kwan,eBxkmr-hJ2KgpZQzEO3ArQ,4.0,1478,2,San Francisco,CA,94121,Korean
Franchino,kgKMZc97EdDaq77dtTqqNQ,4.0,1044,2,San Francisco,CA,94133,Italian
Starbelly,J7_-faNq_Ag9qTOlDn81Pw,4.0,1645,2,San Francisco,CA,94114,Comfort Food
Outerlands,aIgbg-WdNmgBb-V63RfRUg,3.5,2116,2,San Francisco,CA,94122,American (New)
Rickhouse,f9ikTGTJL5RgvVKbQLNh4w,4.0,1564,2,San Francisco,CA,94108,Cocktail Bars
Cuisine of Nepal,iUockw0CUssKZLyoGJYEXA,4.5,398,2,San Francisco,CA,94110,Himalayan/Nepalese
Baonecci Ristorante,gtIud2JPu_tW3LMldEOUaw,4.5,909,2,San Francisco,CA,94133,Pizza
Local Edition,jp4X-7QjdffRBab9XMf2Bg,4.0,1493,2,San Francisco,CA,94105,Lounges
Kin Khao,kqk5BoCJU59MC9fH0IB4wQ,4.0,1611,2,San Francisco,CA,94102,Thai
The Stinking Rose,ZiF9L8JML7kwfOi989OaTQ,3.5,3661,2,San Francisco,CA,94133,Italian
Pizzeria Delfina,wPJjpOZ0mnsajJLBkWUnwA,4.0,1418,2,San Francisco,CA,94115,Pizza
Walzwerk,ISCijFt3uO4M7yzclSwEuw,4.0,949,2,San Francisco,CA,94103,German
American Grilled Cheese Kitchen,gxb1-SxUSEIskQg-nNcO-A,4.0,1447,2,San Francisco,CA,94107,Breakfast & Brunch
Eiji,-zetzVfO4X0dpiiTmjdeKg,4.0,1040,2,San Francisco,CA,94114,Sushi Bars
Yasukochi's Sweet Stop,EfkCyCaKoUFVdkRoi2prMw,4.5,507,2,San Francisco,CA,94115,Bakeries
Heirloom Cafe,gwuCZV_4nIwevDenicG8tw,4.0,469,3,San Francisco,CA,94110,Cafes
Anchor & Hope,iy1KBR5hRNcgCaqiUoBSoA,3.5,1438,3,San Francisco,CA,94105,Seafood
Rintaro,d40PbnRah7AWH_dclw1h_Q,4.0,468,3,San Francisco,CA,94103,Izakaya
Piperade,eG5VcB6XuSp-C1mAggD_Cg,4.0,837,3,San Francisco,CA,94111,Basque
AL's Place,xRxqebiQobZqJIRtDxnZsA,4.0,629,3,San Francisco,CA,94110,Seafood
Tsubasa Sushi,ormG-hRL73C1HELmc_N72g,4.5,316,3,San Francisco,CA,94102,Sushi Bars
Octavia,8aqzfjnuT5LhuveW3e6CoA,4.0,448,3,San Francisco,CA,94109,American (New)
Scala's Bistro,euV7oTZ9ImaZahhe-6N6ng,3.5,1247,3,San Francisco,CA,94102,Italian
One Market Restaurant,u-pywNLq06dgqR48kbFR9w,3.5,1260,3,San Francisco,CA,94105,American (New)
Tekka Japanese Restaurant,BLcV0Z4nzKLkCjneKrTclA,4.0,395,3,San Francisco,CA,94118,Japanese
Sutro's at The Cliff House,uwYO55f9vlLdGXDIDNfhpA,3.5,1282,3,San Francisco,CA,94121,American (New)
Blowfish Sushi,7E4oGj36ctPi58hm9-PYHw,3.5,1390,3,San Francisco,CA,94110,Sushi Bars
Garçon,f7GbmIcePXbV7ZtQv4_JNg,3.5,789,3,San Francisco,CA,94110,French
Piqueo's,vsiJDU-0_cdYrf1Otawtbw,4.0,610,3,San Francisco,CA,94110,Latin American
El Mansour,v3my2CwwOPb96S2AyMwE_A,4.0,565,3,San Francisco,CA,94121,Moroccan
Bacco,7yYLaUjI5cFRaXWDKfRGbg,4.0,430,3,San Francisco,CA,94114,Italian
Allegro Romano,5yY41syV-6KwSi-sfmv7CA,4.0,536,3,San Francisco,CA,94109,Italian
Garibaldi's,p6bLw7PS63Kbge_wyIOP8w,4.0,519,3,San Francisco,CA,94115,American (New)
Catch,b7YegTB6cWpi0XbI9ZEkBQ,3.5,874,3,San Francisco,CA,94114,Seafood
The Morris,KqGOvG1m5jgDL-pKGXEoNQ,4.5,185,3,San Francisco,CA,94110,American (New)
The Big 4,0XtBuSGMhpMOMKRBjtJ4FA,4.0,609,3,San Francisco,CA,94108,Lounges
Luce,FDi2dELjM0T_Es8Ka-C6gQ,3.5,702,3,San Francisco,CA,94103,American (New)
Top Of The Mark,f0c44sTsuLDmJO7tPCJ-tQ,3.5,1260,3,San Francisco,CA,94108,Breakfast & Brunch
Izzy's San Francisco,ClL-QEflsWyrUA9ybj5vSg,3.5,957,3,San Francisco,CA,94123,Steakhouses
ROOH,msn4HQum3OTOgJ7fXH-74Q,4.0,409,3,San Francisco,CA,94107,Indian
Bar Agricole,iBmV2ylAPbipMNf49yOIfw,3.5,1037,3,San Francisco,CA,94103,Bars
Sociale,ZtFGuS4Z3rZ-J3Abw4V-oA,4.0,642,3,San Francisco,CA,94118,Italian
Restaurant Jeanne D' Arc,gFcSLTJo3HXdkXScg0FgcA,4.0,346,3,San Francisco,CA,94108,French
Fogo de Chão Brazilian Steakhouse,GzaXtAtEnfwoxDVXK3NLuw,4.0,652,3,San Francisco,CA,94103,Brazilian
Nomica,LsZE-cxJ_J7lBbwUBPE3QQ,4.0,230,3,San Francisco,CA,94114,Japanese
The Speakeasy SF,L4EY97dIqxblXf75eeySNw,4.5,264,3,San Francisco,CA,94133,Performing Arts
John's Grill,SEuHSFDOoux4MqusTQPNMw,3.5,1132,3,San Francisco,CA,94102,Steakhouses
Trou Normand,1rFPsscjKmBXiAy_E10LmQ,4.0,538,3,San Francisco,CA,94105,Cocktail Bars
Tsunami Panhandle,NBdAqG4Kdqy0BrCrWa0xUg,3.5,841,3,San Francisco,CA,94117,Sushi Bars
B44 Catalan Bistro,9GDwCGORwtpgiQJs3K72JA,3.5,1003,3,San Francisco,CA,94104,Spanish
International Smoke,8bJr4G9QtbJ_tmEbVX6X4A,3.5,638,3,San Francisco,CA,94105,Barbeque
Cocotte,xO2V0wkXP3Na-mWhLo1ZxQ,4.0,463,3,San Francisco,CA,94109,French
Central Kitchen,mq9l0EKCDyuwvyAC5OmaqQ,3.5,531,3,San Francisco,CA,94110,American (New)
The Saratoga,r5t4a_EP7c7r3o3Rh1AYIw,4.5,230,3,San Francisco,CA,94109,American (New)
Leo's Oyster Bar,EKLjQC4LH_WPFJPubtPfMQ,4.0,283,3,San Francisco,CA,94111,Bars
Istanbul Modern SF,0T1Kc6tUWaG3cPnyiD40Hw,5.0,79,3,San Francisco,CA,94133,Turkish
Venticello Ristorante,ottYyioDD3E8OBzrF4QXfg,4.0,472,3,San Francisco,CA,94108,Italian
Aster,VXuaXEjpPo-snl_XUPHEOw,4.0,363,3,San Francisco,CA,94110,American (New)
Yuzuki Japanese Eatery,TWfQDEwVLeLGHL4dcJ7Shg,4.0,379,3,San Francisco,CA,94110,Japanese
Revelry Bistro,Sn88jc5tEJH-D4qxqZn8PQ,4.5,174,3,San Francisco,CA,94102,French
North Beach Restaurant,tzQaJ4-X7wZocpYBKKCRhQ,3.5,746,3,San Francisco,CA,94133,Italian
3rd Cousin,IEcPu1HtVJfmPrRSGVMXiQ,4.5,190,3,San Francisco,CA,94110,American (New)
Bob's Steak & Chop House,cj14YLKJk5fWDjYc6auZVg,3.5,552,3,San Francisco,CA,94104,Steakhouses
Terroir Natural Wine Merchant,c1BdT6faQUUoS6pM8rG30w,4.0,364,3,San Francisco,CA,94103,Wine Bars
Canyon Market,H39BoDMLpgiYNvoidKFDCw,4.0,439,3,San Francisco,CA,94131,Grocery
Cafe Himalaya,noBCTbD1Ylf5QR7PXy-rkA,4.0,561,1,New York,NY,10009,Himalayan/Nepalese
Cheese Grille,8EBOj5bMglNI-jRIQvf6wg,4.0,491,1,New York,NY,10002,American (Traditional)
Taco Mahal,SP4bvMvxel_UPdof_er3HA,4.5,394,1,New York,NY,10014,Indian
Oasis,JdXqygDw4yXQcy5lw9VI4A,4.0,584,1,Brooklyn,NY,11211,Middle Eastern
Juicy Spot Cafe,lh6ULw-ZkVgKrAM-zznqqw,4.5,369,1,New York,NY,10002,Juice Bars & Smoothies
Margon,4CObV3XU8VQ6nXeVS4vO0A,4.0,668,1,New York,NY,10036,Cuban
Great NY Noodle Town,d_TC6Om2EBTzHVm_lCgNtg,3.5,1149,1,New York,NY,10013,Cantonese
The Doughnut Project,c6UUcUTbwbk0kOpF6jVOJQ,4.5,390,1,New York,NY,10014,Donuts
Ess-A-Bagel,SCornvTSCMQ2SvWGq8Z_Mw,4.0,773,1,New York,NY,10009,Bagels
Eggloo,V75gQDPzAwaqLmjSn-t9DQ,4.0,810,1,New York,NY,10013,Desserts
Non Solo Piada,-Td-YEPTOUq2H3LRWgRxUw,4.5,256,1,New York,NY,10018,Italian
Pita Palace,CCBy_QYHbTtPrAKHS3pqHg,5.0,211,1,Brooklyn,NY,11211,Middle Eastern
Gray's Papaya,477o_-7VmcnTokazWtEa0A,3.5,1286,1,New York,NY,10023,Hot Dogs
12 Corners Coffee,slWILOuiZQFhao3_3lW3Dw,4.5,310,1,New York,NY,10002,Coffee & Tea
Sorriso Italian Pork Store,tjF4QzhBnJex6Ap2PnDW7g,4.5,298,1,Astoria,NY,11103,Meat Shops
San Marzano Pasta Fresca,k5fd-RSdG4IuXnnGSQ5oOw,4.0,860,1,New York,NY,10003,Italian
Pause Cafe,sR60I9PI_63noBQcGoIrbw,4.5,318,1,New York,NY,10002,Moroccan
Paul's Da Burger Joint,yk8j4W34Cy4K6uy9Btkf9Q,4.0,894,1,New York,NY,10003,Burgers
Vinnie's Pizzeria,lxPVSGnZ7YTiO5OGrqBS8Q,4.0,593,1,Brooklyn,NY,11211,Pizza
Otto's Tacos,Ko95LRE9AAvb2Lk9Iwh2-Q,4.0,668,1,New York,NY,10003,Tacos
Rex,lwfrB59lvpkCBw2FZD3X6w,4.5,466,1,New York,NY,10019,Coffee & Tea
The Donut Pub,BJL3JbPPX97a58GTURvTxA,4.0,730,1,New York,NY,10011,Bakeries
Mysttik Masaala,S6r0P0PItA9EYHV1nCiQgg,4.5,324,1,New York,NY,10022,Food Trucks
Tea and Milk,bvuPipiMPe5FURKZh06Zxg,4.5,324,1,Astoria,NY,11106,Coffee & Tea
Louie's Pizza,ejuFKvSfGl0JMZO9yzSXNw,4.5,350,1,Elmhurst,NY,11373,Italian
Kopitiam,r2JVKalbucGf2nryywuL2w,4.0,349,1,New York,NY,10002,Malaysian
Mei Li Wah Bakery,MauzeeZM7S-wUk_G98Ybrg,4.0,853,1,New York,NY,10013,Bakeries
Bedouin Tent,nGpC40fxoDQ-Ft0h-_gkVg,4.0,562,1,Brooklyn,NY,11217,Middle Eastern
I CE NY,fxN2HYA1uyrdkXR9XX-Uwg,4.0,567,1,New York,NY,10012,Desserts
Uncle Gussy's,VGTrGSH38A4n-v5nFe4skA,4.5,410,1,New York,NY,10154,Food Trucks
Gila's Nosh,ogw2U2u5EHjfQih-WvgI3Q,4.5,340,1,New York,NY,10010,Coffee & Tea
Punjabi Grocery & Deli,PdzL9svqapSqH4o8bF86Pw,4.5,358,1,New York,NY,10009,Indian
Nam Nam,R-TRmWuK1nBGRB7iq0XphA,4.5,406,1,Brooklyn,NY,11206,Vietnamese
Spicy Village,8ig0yf0003DAp4YOGTlbVg,4.0,539,1,New York,NY,10002,Chinese
Seven Grams Caffe,HgfzssjwDEWtdcaxSJqfqg,4.5,356,1,New York,NY,10001,Coffee & Tea
Third Rail Coffee,rd0VGG_d_qNp_aBW_HJM4w,4.0,444,1,New York,NY,10012,Coffee & Tea
B&H Dairy,koh-4_SAbshwZ8EBRmXcmg,4.0,430,1,New York,NY,10003,Vegetarian
Wowfulls,htXRzg3a3jMQt3mg_zM-yQ,4.5,294,1,New York,NY,10002,Desserts
Creperie,ruE5cqNFvkkIgkk0dL5pYA,4.0,460,1,New York,NY,10002,Creperies
16 Handles,6jGzPO2ejyqBfROflp9PLA,4.0,646,1,New York,NY,10003,Ice Cream & Frozen Yogurt
Ground Central,ntkrxOSYT5VtTL4Z5jmmeA,4.0,547,1,New York,NY,10022,Coffee & Tea
